listing_id,title,district,property_type,price_hkd,usable_area_sqft,bedrooms,bathrooms,floor,kitchen_type,building_age_years,agency,image_url,url,fetched_at,enriched_at,estate,building_area_sqft,address,description,latitude,longitude,rent_includes,subletting,cooking_method,primary_school_net,secondary_school_net,published_at,updated_at,expires_at,image_urls,sharing_type,sharing_terms,monthly_mortgage_hkd,monthly_holding_hkd,monthly_outlay_hkd,initial_outlay_hkd,est_market_rent_hkd,npv_total_cost_buy_30y_hkd,npv_total_cost_rent_30y_hkd,npv_net_worth_buy_30y_hkd,npv_net_worth_rent_30y_hkd,buy_vs_rent_30y_hkd
3935519,"[2房] 三寶之一, 新鴻基發展, 必走貨, 有匙約睇",荃灣,私人屋苑/新鴻基,7300000,464,1,1,中層,,20,美聯物業,https://i1.28hse.com/2026/07/202607171440124580515_thumb.jpg,https://www.28hse.com/buy/apartment/property-3935519,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:34:12.568361+00:00,爵悅庭,647,新界荃灣爵悅庭 楊屋道90-114號,"[2房] 三寶之一, 新鴻基發展, 必走貨, 有匙約睇",22.366886,114.117111,,,,,,2026-07-17T14:40:15+08:00,2026-07-17T14:40:15+08:00,2026-09-15T14:40:15+08:00,"[""https://i1.28hse.com/2026/07/202607171440126782504_large.jpg"", ""https://i1.28hse.com/2026/07/202607171440131987890_large.jpg"", ""https://i1.28hse.com/2026/07/202607171440133401010_large.jpg"", ""https://i1.28hse.com/2026/07/202607171440137765487_large.jpg"", ""https://i1.28hse.com/2026/07/20260717144014154754_large.jpg"", ""https://i1.28hse.com/2026/07/202607171440141386774_large.jpg"", ""https://i1.28hse.com/2026/07/202607171440145123723_large.jpg"", ""https://i1.28hse.com/estate_data/113/4570/FLOOR/4570_20231121013850527454_thumb.jpg"", ""https://i1.28hse.com/estate_data/113/4570/UNIT/4570_20231121014050321658_thumb.jpg""]",,,26272,4217,30489,2518500,15208,9248962,5388233,-1632737,3343889,-4976627
3938636,韻濤居 3房開揚,荃灣,私人屋苑,7300000,545,3,1,中層,,26,美聯物業(麗城分行),https://i1.28hse.com/2026/07/202607191645201545397_thumb.jpg,https://www.28hse.com/buy/apartment/property-3938636,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:33:38.528238+00:00,韻濤居,732,新界荃灣韻濤居 青山公路623號,"會所設施: 25米室內恆溫泳池, 網球埸,健身室,卓球室,舞蹈室,乒乓球室,室內兒童遊樂場,桑拿室,溫習室....
*屋苑村巴接駁荃灣地鐵站.",22.372368,114.103111,,,,,,2026-07-19T16:45:24+08:00,2026-07-19T16:45:24+08:00,2026-09-17T16:45:24+08:00,"[""https://i1.28hse.com/2026/07/202607191645218313891_large.jpg"", ""https://i1.28hse.com/2026/07/202607191645211299220_large.jpg"", ""https://i1.28hse.com/2026/07/202607191645223145593_large.jpg"", ""https://i1.28hse.com/2026/07/202607191645224604803_large.jpg"", ""https://i1.28hse.com/2026/07/202607191645225510086_large.jpg"", ""https://i1.28hse.com/2026/07/202607191645226188755_large.jpg"", ""https://i1.28hse.com/2026/07/202607191645231550530_large.jpg"", ""https://i1.28hse.com/2026/07/202607191645237026912_large.jpg"", ""https://i1.28hse.com/2026/07/202607191645233405151_large.jpg""]",,,26272,4582,30854,2518500,15208,9378102,5388233,-1883093,3343889,-5226983
3938982,柏傲灣+1房中層+有匙看+近荃灣西站+VR+上車/收租首選,荃灣,私人屋苑/新世界,7300000,392,1,1,中層,,8,中原地產代理有限公司,https://i1.28hse.com/2026/07/20260719201005882065_thumb.jpg,https://www.28hse.com/buy/apartment/property-3938982,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:33:33.701888+00:00,柏傲灣,,新界荃灣柏傲灣 永順街51號,柏傲灣+1房中層+有匙看+近荃灣西站+VR+上車/收租首選,22.366022,114.112686,,,,,,2026-07-19T20:11:12+08:00,2026-07-19T20:14:18+08:00,2026-09-17T20:11:12+08:00,"[""https://i1.28hse.com/2026/07/20260719201006160202_large.jpg"", ""https://i1.28hse.com/2026/07/202607192010068054891_large.jpg"", ""https://i1.28hse.com/2026/07/202607192010054681942_large.jpg"", ""https://i1.28hse.com/2026/07/202607192010048835795_large.jpg"", ""https://i1.28hse.com/2026/07/20260719201007720638_large.jpg"", ""https://i1.28hse.com/2026/07/202607192010075538722_large.jpg"", ""https://i1.28hse.com/2026/07/202607192010041167749_large.jpg"", ""https://i1.28hse.com/2026/07/202607192010066798866_large.jpg"", ""https://i1.28hse.com/2026/07/202607192010067471028_large.jpg"", ""https://i1.28hse.com/2026/07/20260719201005882065_large.jpg"", ""https://i1.28hse.com/estate_data/113/22100/FLOOR/22100_20240208104614725911_thumb.jpg"", ""https://i1.28hse.com/estate_data/113/22100/UNIT/22100_20240208104747736464_thumb.jpg""]",,,26272,3893,30165,2518500,15208,9134170,5388233,-1410199,3343889,-4754088
3939825,【荃灣西極罕海景筍盤】2房全海景 可傾719萬入手樂悠居高層！,荃灣,私人屋苑,7300000,420,2,,高層,,21,美聯物業,https://i1.28hse.com/2026/07/202607201729203881503_thumb.jpg,https://www.28hse.com/buy/apartment/property-3939825,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:33:23.879419+00:00,樂悠居,586,新界荃灣樂悠居 楊屋道138號,"地址:樂悠居 高層 8室（楊屋道138號）
 實用面積:420呎
 售價可傾：$719萬（呎價約$17,381）
️ 間隔:2房2廳，格局方正
 景觀:壯闊海景＋煙花景，開揚無遮擋
️ 樓齡:21年（2005年落成）
 學校網:小62區，中荃灣區，譽滿全港
 屋苑設施:4萬呎會所（34米泳池、網球場、健身室、桑拿、兒童遊戲室、宴會廳等）
 港鐵距離:步行約14分鐘至荃灣西站
️ 鄰近商場/景點:百悅坊（10分鐘）、荃灣石壁遷置村遊樂場（7分鐘）、Tesla充電站、達力貨櫃中心停車場（4分鐘）
 適合人群:年輕夫婦、小家庭、首次置業人士，追求海景與完善社區配套！
 **限時放售，即刻預約睇樓！**",22.366301,114.118179,,,,,,2026-07-20T17:29:33+08:00,2026-07-20T17:29:33+08:00,2026-09-18T17:29:33+08:00,"[""https://i1.28hse.com/2026/07/202607201729203643104_large.jpg"", ""https://i1.28hse.com/2026/07/202607201729206980464_large.jpg"", ""https://i1.28hse.com/2026/07/202607201729202401321_large.jpg"", ""https://i1.28hse.com/2026/07/202607201729211032544_large.jpg"", ""https://i1.28hse.com/2026/07/202607201729218943985_large.jpg""]",,,26272,4019,30291,2518500,15208,9178811,5388233,-1496741,3343889,-4840631
3942673,《中原最齊盤》●●海景兩房｜有層數有質素歡迎查詢,荃灣,私人屋苑/新鴻基,7300000,450,2,1,中層,,21,中原地產,https://i1.28hse.com/2026/07/202607222116191447080_thumb.jpg,https://www.28hse.com/buy/apartment/property-3942673,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:33:04.251787+00:00,爵悅庭,608,新界荃灣爵悅庭 楊屋道90-114號,"荃灣西站 配套完善 一應俱全
天橋網絡18區獨有 家庭客自住客投資客首選
●●●●●●●●●●
搵低水荀盤 一定幫到你
緊貼業主 盤齊價準
專業代理*陳小姐 Fanny chan
24小時查詢熱線：
可WHATSAPP 即時回覆
無論買樓自住，投資升值，區內換樓，放盤收租
*本人均為貴客提供一條龍服務,買賣及售後服務
首次置業
售前壓測，首期，供款計算
銀行按揭上會
法律咨詢
律師轉介
裝修轉介
水電煤，差餉地租轉名
收樓驗樓
售後放租務管理",22.366886,114.117111,,,,,,2026-07-22T21:16:47+08:00,2026-07-31T13:23:02+08:00,2026-08-21T21:16:47+08:00,"[""https://i1.28hse.com/2026/07/202607222116117433081_large.jpg"", ""https://i1.28hse.com/2026/07/202607222116135567672_large.jpg"", ""https://i1.28hse.com/2026/07/202607222116128763574_large.jpg"", ""https://i1.28hse.com/2026/07/202607222116144003860_large.jpg"", ""https://i1.28hse.com/2026/07/202607222116174316371_large.jpg"", ""https://i1.28hse.com/2026/07/202607222116182502322_large.jpg"", ""https://i1.28hse.com/2026/07/202607222116157496899_large.jpg"", ""https://i1.28hse.com/estate_data/113/4570/FLOOR/4570_20231121013749319432_thumb.jpg"", ""https://i1.28hse.com/estate_data/113/4570/UNIT/4570_20231121014154146683_thumb.jpg""]",,,26272,4154,30426,2518500,15208,9226641,5388233,-1589466,3343889,-4933355
3773120,●●官方荀盤認證✓✓➼●全區最寛景觀嘅1房 超大睡房,啟德,私人屋苑/中國海外,7310000,368,1,1,中層,開放式廚房,8,世紀21啟豐物業代理,https://i1.28hse.com/2026/08/202608061229206443131_thumb.jpg,https://www.28hse.com/buy/apartment/property-3773120,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:18:11.609579+00:00,啟德1號(I),,九龍啟德啟德1號(I) 沐寧街2號,●●官方荀盤認證✓✓➼●全區最寛景觀嘅1房 超大睡房,22.329336,114.200851,,,,,,2026-06-21T22:49:35+08:00,2026-08-06T12:31:16+08:00,2026-08-20T22:49:35+08:00,"[""https://i1.28hse.com/2026/07/202607102307443317414_large.jpg"", ""https://i1.28hse.com/2026/03/202603150050272116098_large.jpg"", ""https://i1.28hse.com/2026/03/202603150050265520932_large.jpg"", ""https://i1.28hse.com/2026/03/202603150050274430955_large.jpg"", ""https://i1.28hse.com/2026/03/202603150050273222116_large.jpg"", ""https://i1.28hse.com/2026/03/202603150050286411101_large.jpg""]",,,26308,3788,30096,2521950,15229,9107563,5395614,-1340872,3343889,-4684761
3881622,近地鐵站、高層開揚、清靜即住,啟德,私人屋苑/中國海外,7310000,367,1,,高層,,8,美聯物業代理有限公司,https://i1.28hse.com/2026/07/202607311822116900131_thumb.jpg,https://www.28hse.com/buy/apartment/property-3881622,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:18:22.434584+00:00,啟德1號(I),,九龍啟德啟德1號(I) 沐寧街2號,高層開揚、大一房 試$690,22.329336000000005,114.20085100000001,,,,,,2026-06-08T10:34:31+08:00,2026-07-31T18:22:39+08:00,2026-08-07T10:34:31+08:00,"[""https://i1.28hse.com/2026/07/202607311822126748275_large.jpg"", ""https://i1.28hse.com/2026/07/20260731182213714478_large.jpg"", ""https://i1.28hse.com/2026/07/202607311822148026000_large.jpg"", ""https://i1.28hse.com/2026/07/202607311822153676233_large.jpg"", ""https://i1.28hse.com/2026/07/202607311822165838545_large.jpg"", ""https://i1.28hse.com/estate_data/82/8908/FLOOR/8908_20231205110535515259_thumb.jpg"", ""https://i1.28hse.com/estate_data/82/8908/UNIT/8908_20231205110737465932_thumb.jpg""]",,,26308,3784,30092,2521950,15229,9105968,5395614,-1337781,3343889,-4681670
3935520,690萬仍有空間 業主見票笑呵呵,啟德,私人屋苑/中國海外,7310000,367,1,,高層,,9,香港置業,https://i1.28hse.com/2026/07/202607171439355736125_thumb.jpg,https://www.28hse.com/buy/apartment/property-3935520,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:17:43.438546+00:00,啟德1號(I),,九龍啟德啟德1號(I) 沐寧街2號,"筍價出售, 高實率, 開揚園景, 中心旺地, 巴士站, 地鐵站 旺中帶靜, 交通便利, 清雅裝修, 開揚清爽, 間隔四正, 管理完善, 廳大房大, 環境清幽單位原裝 即睇 價格可議",22.329336,114.200851,,,,,,2026-07-17T14:40:21+08:00,2026-07-26T20:21:44+08:00,2026-09-15T14:40:21+08:00,"[""https://i1.28hse.com/2026/07/202607171439352494474_large.jpg"", ""https://i1.28hse.com/2026/07/202607171439354447383_large.jpg"", ""https://i1.28hse.com/2026/07/202607171439354620111_large.jpg"", ""https://i1.28hse.com/2026/07/202607171439353958434_large.jpg"", ""https://i1.28hse.com/2026/07/202607171439358734929_large.jpg"", ""https://i1.28hse.com/estate_data/82/8908/FLOOR/8908_20231205110535515259_thumb.jpg"", ""https://i1.28hse.com/estate_data/82/8908/UNIT/8908_20231205110737465932_thumb.jpg""]",,,26308,3784,30092,2521950,15229,9105968,5395614,-1337781,3343889,-4681670
3947407,啟德城最筍大一房，底價6XX快者得，有匙即睇,啟德,私人屋苑/中國海外,7310000,367,1,,,,9,啟盛物業代理,https://i1.28hse.com/2026/07/202607261731213754059_thumb.jpg,https://www.28hse.com/buy/apartment/property-3947407,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:17:31.136361+00:00,啟德1號(I),,九龍啟德啟德1號(I) 沐寧街2號,"筍價出售, 高實用率",22.329336,114.200851,,,,,,2026-07-26T17:34:18+08:00,2026-07-28T18:32:28+08:00,2026-08-25T17:34:18+08:00,"[""https://i1.28hse.com/2026/07/20260726173125243810_large.jpg"", ""https://i1.28hse.com/2026/07/20260726173129600589_large.jpg"", ""https://i1.28hse.com/2026/07/20260726173132790583_large.jpg"", ""https://i1.28hse.com/2026/07/202607261731366684425_large.jpg"", ""https://i1.28hse.com/2026/07/202607261732446098892_large.jpg"", ""https://i1.28hse.com/2026/07/202607261732475329409_large.jpg"", ""https://i1.28hse.com/2026/07/20260726173248577608_large.jpg"", ""https://i1.28hse.com/estate_data/82/8908/FLOOR/8908_20231205110535515259_thumb.jpg"", ""https://i1.28hse.com/estate_data/82/8908/UNIT/8908_20231205110737465932_thumb.jpg""]",,,26308,3784,30092,2521950,15229,9105968,5395614,-1337781,3343889,-4681670
3888049,大型地標商場｜購物娛樂飲食完善・鐵路沿線＋啟德河畔景致,啟德,私人屋苑/保利,7350000,356,1,,中層,,7,利嘉閣地產,https://i1.28hse.com/2026/06/202606121622157447158_thumb.jpg,https://www.28hse.com/buy/apartment/property-3888049,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:18:15.985760+00:00,龍譽,,九龍啟德龍譽 沐寧街9號,"大型地標商場 – 區內焦點地標，行街打卡一站搞掂
️ 購物娛樂飲食配套完善 – 超市、戲院、潮流品牌、環球美食，應有盡有
 鐵路沿線 – 出入方便，返工出行話咁易
 啟德河畔景致 – 悠閒河景相伴，寧靜開揚心曠神怡
 間隔方正 – 實用見使，零走廊冇嘥位，傢俬易擺空間用到盡
 地標商場＋河景＋鐵路＋方正＝生活便利與景緻兼得
 啟德河畔焦點・約睇從速！",22.327929,114.200729,,,,,,2026-06-12T16:29:18+08:00,2026-07-29T21:04:44+08:00,2026-08-11T16:29:18+08:00,"[""https://i1.28hse.com/2026/06/202606121622166700860_large.jpg"", ""https://i1.28hse.com/2026/06/202606121622161047595_large.jpg"", ""https://i1.28hse.com/2026/06/20260612162217645277_large.jpg"", ""https://i1.28hse.com/2026/06/202606121622178585970_large.jpg"", ""https://i1.28hse.com/2026/06/20260612162218664476_large.jpg"", ""https://i1.28hse.com/2026/06/202606121622183325745_large.jpg"", ""https://i1.28hse.com/2026/06/202606121622183771879_large.jpg"", ""https://i1.28hse.com/estate_data/82/22198/FLOOR/22198_20231220111947222848_thumb.jpg"", ""https://i1.28hse.com/estate_data/82/22198/UNIT/22198_20231220112256875717_thumb.jpg""]",,,26452,3746,30198,2535750,15312,9135057,5425138,-1323193,3343889,-4667082
3925256,震撼價【晉嶺】極高層靚裝兩房 還價即成,深水埗,單幢式大廈/遠東,7350000,427,2,1,高層,,12,駿輝地產建榮有限公司,https://i1.28hse.com/2026/08/202608051922156013750_thumb.jpg,https://www.28hse.com/buy/apartment/property-3925256,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:13:32.508514+00:00,晉嶺,632,九龍深水埗晉嶺 西洋菜北街289號,"高層靚景 性價比高
半新樓豪華裝修2房 歡迎約睇",22.330162,114.166588,,,,,,2026-07-09T17:49:03+08:00,2026-08-05T19:22:53+08:00,2026-09-07T17:49:03+08:00,"[""https://i1.28hse.com/2026/08/202608051922074736131_large.jpg"", ""https://i1.28hse.com/2026/08/202608051922068976265_large.jpg"", ""https://i1.28hse.com/2026/08/202608051922074313549_large.jpg"", ""https://i1.28hse.com/2026/08/20260805192208648146_large.jpg"", ""https://i1.28hse.com/2026/08/20260805192208632899_large.jpg"", ""https://i1.28hse.com/2026/08/202608051922091630132_large.jpg"", ""https://i1.28hse.com/2026/08/202608051922113264897_large.jpg"", ""https://i1.28hse.com/2026/08/202608051922107923187_large.jpg"", ""https://i1.28hse.com/2026/08/202608051922117493426_large.jpg"", ""https://i1.28hse.com/2026/08/202608051922127381154_large.jpg"", ""https://i1.28hse.com/2026/08/202608051922136565427_large.jpg"", ""https://i1.28hse.com/2026/08/202608051922144236198_large.jpg"", ""https://i1.28hse.com/estate_data/62/7943/FLOOR/7943_20231117012129155318_thumb.jpg"", ""https://i1.28hse.com/estate_data/62/7943/UNIT/7943_20231117012148821357_thumb.jpg""]",,,26452,4065,30517,2535750,15312,9248254,5425138,-1542641,3343889,-4886530
3855455,嘉匯一房，有露台，有鎖匙,啟德,私人屋苑/洋樓/嘉華,7380000,372,1,1,中層,,7,達成地產,https://i1.28hse.com/2026/05/202605200402046302110_thumb.jpg,https://www.28hse.com/buy/apartment/property-3855455,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:17:21.972887+00:00,嘉匯,,九龍啟德嘉匯 沐寧街7號,"七年樓，一房，向南，共八座， 900個單位
發展商：嘉華
小學： 34
中學：九龍城區",22.329559,114.20443,,,,,,2026-08-02T01:15:56+08:00,2026-08-02T01:15:56+08:00,2026-10-01T01:15:56+08:00,"[""https://i1.28hse.com/2026/05/202605200402048665853_large.jpg"", ""https://i1.28hse.com/2026/05/202605200402042850596_large.jpg"", ""https://i1.28hse.com/2026/05/202605200402054905014_large.jpg"", ""https://i1.28hse.com/2026/05/202605200402052577706_large.jpg"", ""https://i1.28hse.com/2026/05/202605200402052049489_large.jpg"", ""https://i1.28hse.com/2026/05/202605200402058420119_large.jpg"", ""https://i1.28hse.com/2026/05/202605200402054532145_large.jpg"", ""https://i1.28hse.com/2026/05/202605200402063102250_large.jpg"", ""https://i1.28hse.com/estate_data/82/22114/FLOOR/22114_20240220150555227967_thumb.jpg"", ""https://i1.28hse.com/estate_data/82/22114/UNIT/22114_20240220150809589656_thumb.jpg""]",,,26560,3826,30387,2546100,15375,9195535,5447282,-1387204,3343889,-4731094
3892571,買家免佣 【銀主盤】 真盤真價｜銀主盤專家｜有匙引看,啟德,私人屋苑/洋樓/嘉華,7380000,372,1,1,中層,開放式廚房,7,銀置地產有限公司,https://i1.28hse.com/2026/06/202606252107241406938_thumb.jpg,https://www.28hse.com/buy/apartment/property-3892571,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:18:15.279794+00:00,嘉匯,,九龍啟德嘉匯 沐寧街7號,"銀置地產 — 香港首屈一指的財務公司銀主盤專業代理
銀置地產是香港第一個專門服務財務公司銀主盤的代理品牌，買家全程免佣。我們提供一站式增值服務，包括：物業估價、免費物業查冊、免費法律諮詢及售後專業驗樓師免費驗樓。資深律師團隊全程合作，確保買賣雙方權益得到最大保障。
瀏覽更多銀主盤放盤及相關資訊：
  網頁：
right-move.com.hk
  Facebook：
facebook.com/profile.php?id= 
 Instagram：
[REDACTED]/rightmove2014",22.329559,114.20443,,,,,,2026-06-15T17:30:03+08:00,2026-07-21T23:58:01+08:00,2026-08-14T17:30:03+08:00,"[""https://i1.28hse.com/2026/06/202606252107214836628_large.jpg"", ""https://i1.28hse.com/2026/06/202606252107123364692_large.jpg"", ""https://i1.28hse.com/2026/06/20260625210709965070_large.jpg"", ""https://i1.28hse.com/2026/06/202606252106457230974_large.jpg"", ""https://i1.28hse.com/2026/06/202606252106471151889_large.jpg"", ""https://i1.28hse.com/2026/06/202606252106484893580_large.jpg"", ""https://i1.28hse.com/2026/06/202606252106494636272_large.jpg"", ""https://i1.28hse.com/2026/06/202606252107066166154_large.jpg"", ""https://i1.28hse.com/2026/06/202606252107086495521_large.jpg"", ""https://i1.28hse.com/2026/06/202606252106505510934_large.jpg"", ""https://i1.28hse.com/2026/06/202606252106522446583_large.jpg"", ""https://i1.28hse.com/2026/06/202606252107362790779_large.jpg"", ""https://i1.28hse.com/2026/06/202606252107387068405_large.jpg"", ""https://i1.28hse.com/2026/06/202606252107395949324_large.jpg"", ""https://i1.28hse.com/2026/06/202606252107541413030_large.jpg"", ""https://i1.28hse.com/2026/06/20260625210800427218_large.jpg"", ""https://i1.28hse.com/estate_data/82/22114/FLOOR/22114_20240220150555227967_thumb.jpg"", ""https://i1.28hse.com/estate_data/82/22114/UNIT/22114_20240220150809589656_thumb.jpg""]",,,26560,3826,30387,2546100,15375,9195535,5447282,-1387204,3343889,-4731094
3915757,"啟德一房, 有匙即睇",啟德,私人屋苑/嘉華,7380000,372,1,,高層,開放式廚房,7,利嘉閣地產有限公司,https://i1.28hse.com/2026/07/202607031518598709598_thumb.jpg,https://www.28hse.com/buy/apartment/property-3915757,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:18:02.011288+00:00,嘉匯,,九龍啟德嘉匯 沐寧街7號,"啟德一房, 有匙即睇",22.329559,114.20443,,,,,,2026-07-03T15:20:29+08:00,2026-07-03T15:20:29+08:00,2026-09-01T15:20:29+08:00,"[""https://i1.28hse.com/2026/07/202607031518591483630_large.jpg"", ""https://i1.28hse.com/2026/07/202607031518592468688_large.jpg"", ""https://i1.28hse.com/2026/07/202607031519001832182_large.jpg"", ""https://i1.28hse.com/2026/07/202607031519016535406_large.jpg"", ""https://i1.28hse.com/2026/07/202607031519015316628_large.jpg"", ""https://i1.28hse.com/2026/07/202607031519025182237_large.jpg"", ""https://i1.28hse.com/2026/07/202607031519025667450_large.jpg"", ""https://i1.28hse.com/2026/07/202607031519026639252_large.jpg"", ""https://i1.28hse.com/2026/07/202607031519033427164_large.jpg"", ""https://i1.28hse.com/2026/07/202607031518598709598_large.jpg"", ""https://i1.28hse.com/estate_data/82/22114/FLOOR/22114_20240220150555227967_thumb.jpg"", ""https://i1.28hse.com/estate_data/82/22114/UNIT/22114_20240220150809589656_thumb.jpg""]",,,26560,3826,30387,2546100,15375,9195535,5447282,-1387204,3343889,-4731094
3921787,近地鐵、高層開揚大1房,啟德,私人屋苑/保利,7380000,358,1,,中層,,7,美聯物業代理有限公司,https://i1.28hse.com/2026/07/202607071411518301348_thumb.jpg,https://www.28hse.com/buy/apartment/property-3921787,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:17:55.667027+00:00,龍譽,,九龍啟德龍譽 沐寧街9號,高層開揚大1房,22.327929,114.200729,,,,,,2026-07-07T14:12:14+08:00,2026-07-07T14:12:14+08:00,2026-09-05T14:12:14+08:00,"[""https://i1.28hse.com/2026/07/202607071411515473771_large.jpg"", ""https://i1.28hse.com/2026/07/202607071411528733787_large.jpg"", ""https://i1.28hse.com/2026/07/202607071411527571176_large.jpg"", ""https://i1.28hse.com/estate_data/82/22198/FLOOR/22198_20231220111947222848_thumb.jpg"", ""https://i1.28hse.com/estate_data/82/22198/UNIT/22198_20231220112253767262_thumb.jpg""]",,,26560,3764,30324,2546100,15375,9173215,5447282,-1343933,3343889,-4687822
3943836,"銀主盤, 筍盤有匙, 平過估價, 正南大一房",啟德,私人屋苑/嘉華,7380000,372,1,,高層,開放式廚房,7,利嘉閣地產有限公司,https://i1.28hse.com/2026/07/202607231814017030324_thumb.jpg,https://www.28hse.com/buy/apartment/property-3943836,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:17:36.156734+00:00,嘉匯,,九龍啟德嘉匯 沐寧街7號,"銀主盤, 筍盤有匙, 平過估價, 正南大一房",22.329559,114.20443,,,,,,2026-07-23T18:14:33+08:00,2026-07-23T18:14:33+08:00,2026-08-22T18:14:33+08:00,"[""https://i1.28hse.com/2026/07/202607231814004436481_large.jpg"", ""https://i1.28hse.com/2026/07/202607231814014358572_large.jpg"", ""https://i1.28hse.com/2026/07/202607231814022244884_large.jpg"", ""https://i1.28hse.com/2026/07/202607231814025102494_large.jpg"", ""https://i1.28hse.com/2026/07/202607231814031659005_large.jpg"", ""https://i1.28hse.com/2026/07/202607231814038323881_large.jpg"", ""https://i1.28hse.com/2026/07/202607231814037619133_large.jpg"", ""https://i1.28hse.com/2026/07/202607231814045252443_large.jpg"", ""https://i1.28hse.com/2026/07/202607231814057347413_large.jpg"", ""https://i1.28hse.com/2026/07/202607231814017030324_large.jpg"", ""https://i1.28hse.com/estate_data/82/22114/FLOOR/22114_20240220150555227967_thumb.jpg"", ""https://i1.28hse.com/estate_data/82/22114/UNIT/22114_20240220150809589656_thumb.jpg""]",,,26560,3826,30387,2546100,15375,9195535,5447282,-1387204,3343889,-4731094
3954023,高層開陽，向南單位,啟德,私人屋苑/嘉華,7380000,372,1,,中層,,7,美聯物業,https://i1.28hse.com/2026/07/202607311822014995215_thumb.jpg,https://www.28hse.com/buy/apartment/property-3954023,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:17:24.904836+00:00,嘉匯,,九龍啟德嘉匯 沐寧街7號,"歡迎查詢睇樓, 可大膽還價",22.329559,114.20443,,,,,,2026-07-31T18:22:02+08:00,2026-07-31T18:22:02+08:00,2026-08-30T18:22:02+08:00,"[""https://i1.28hse.com/2026/07/202607311822015948976_large.jpg"", ""https://i1.28hse.com/2026/07/202607311822021744881_large.jpg"", ""https://i1.28hse.com/2026/07/202607311822023110248_large.jpg"", ""https://i1.28hse.com/estate_data/82/22114/FLOOR/22114_20240220150555227967_thumb.jpg"", ""https://i1.28hse.com/estate_data/82/22114/UNIT/22114_20240220150809589656_thumb.jpg""]",,,26560,3826,30387,2546100,15375,9195535,5447282,-1387204,3343889,-4731094
3950216,三房 极開揚 投資首選 收租回報高,深水埗,單幢式大廈/恒基,7380000,418,3,1,中層,開放式廚房,7,嘉威地產,https://i1.28hse.com/2026/07/202607281938582282209_thumb.jpg,https://www.28hse.com/buy/apartment/property-3950216,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:11:58.272534+00:00,南昌一號,,九龍深水埗南昌一號 南昌街1號,雙露台 會所 智能卡出口 鄰近地鐵,22.326567,114.16066,,,明火煮食,,,2026-07-28T19:39:54+08:00,2026-07-28T19:39:54+08:00,2026-09-26T19:39:54+08:00,"[""https://i1.28hse.com/2026/07/202607281939196708396_large.jpg"", ""https://i1.28hse.com/2026/07/202607281939205265367_large.jpg"", ""https://i1.28hse.com/2026/07/202607281939397132118_large.jpg"", ""https://i1.28hse.com/2026/07/202607281939392834483_large.jpg"", ""https://i1.28hse.com/estate_data/62/8944/FLOOR/8944_20231117024424138826_thumb.jpg""]",,,26560,4034,30594,2546100,15375,9268874,5447282,-1529382,3343889,-4873271
3885329,特大天台特色戶,荃灣,私人屋苑/南豐,7380000,437,2,,高層,,23,中原地產代理有限公司,https://i1.28hse.com/2026/06/202606101846333729327_thumb.jpg,https://www.28hse.com/buy/apartment/property-3885329,2026-08-06T17:33:59.496264+00:00,2026-08-06T18:38:30.296573+00:00,翠豐臺,598,新界荃灣翠豐臺 安育路2號,"一站式服務
 大量筍盤， 歡迎比較
.壓力測試、首期及供款
.投資樓盤資訊 代新樓入飛
.房屋租賃放盤 放售處理
.室內設計建議，新樓驗收轉介
.日常單位維護專人服務轉介
.水電煤代辦轉名服務",22.375858,114.10611,,,,,,2026-06-10T18:47:10+08:00,2026-06-24T19:31:07+08:00,2026-08-09T18:47:10+08:00,"[""https://i1.28hse.com/2026/06/20260610184634763094_large.jpg"", ""https://i1.28hse.com/2026/06/202606101846358744800_large.jpg"", ""https://i1.28hse.com/2026/06/202606101846564468346_large.jpg"", ""https://i1.28hse.com/2026/06/202606101846577825223_large.jpg"", ""https://i1.28hse.com/2026/06/202606101846583066251_large.jpg""]",,,26560,4119,30679,2546100,15375,9299166,5447282,-1588107,3343889,-4931997
